Lines of code metrics,Sat, 4 Dec 2021 09:02:07 SGT
Method,CLOC,JLOC,LOC,NCLOC,RLOC
"org.tigris.swidgets.Horizontal.subtractLength(Dimension,int)",6,10,13,3,3.02%
"org.tigris.swidgets.LabelledLayout.LabelledLayout()",3,3,8,5,2.01%
"org.tigris.swidgets.LabelledLayout.LabelledLayout(boolean)",3,3,8,5,2.01%
"org.tigris.swidgets.LabelledLayout.LabelledLayout(int,int)",4,4,9,5,2.26%
"org.tigris.swidgets.LabelledLayout.addLayoutComponent(String,Component)",6,8,10,2,2.51%
"org.tigris.swidgets.LabelledLayout.calculateHeight(int,int,int,Component)",0,0,8,8,2.01%
"org.tigris.swidgets.LabelledLayout.getChildHeight(Component)",8,0,15,7,3.76%
"org.tigris.swidgets.LabelledLayout.getHgap()",0,0,3,3,0.75%
"org.tigris.swidgets.LabelledLayout.getSectionCount(Container)",5,5,17,12,4.26%
"org.tigris.swidgets.LabelledLayout.getSectionWidth(Container,int)",5,5,9,4,2.26%
"org.tigris.swidgets.LabelledLayout.getSeperator()",0,0,3,3,0.75%
"org.tigris.swidgets.LabelledLayout.getUsableWidth(Container)",4,4,8,4,2.01%
"org.tigris.swidgets.LabelledLayout.getVgap()",0,0,3,3,0.75%
"org.tigris.swidgets.LabelledLayout.isResizable(Component)",8,11,19,8,4.76%
"org.tigris.swidgets.LabelledLayout.layoutContainer(Container)",2,3,25,22,6.27%
"org.tigris.swidgets.LabelledLayout.layoutSection(Container,int,int,ArrayList,int)",21,3,107,87,26.82%
"org.tigris.swidgets.LabelledLayout.minimumLayoutSize(Container)",4,5,25,20,6.27%
"org.tigris.swidgets.LabelledLayout.preferredLayoutSize(Container)",6,6,42,36,10.53%
"org.tigris.swidgets.LabelledLayout.removeLayoutComponent(Component)",7,8,10,2,2.51%
"org.tigris.swidgets.LabelledLayout.setHgap(int)",0,0,3,3,0.75%
"org.tigris.swidgets.LabelledLayout.setVgap(int)",0,0,3,3,0.75%
"org.tigris.swidgets.LineLayout.LineLayout(Orientation)",0,0,3,3,2.86%
"org.tigris.swidgets.LineLayout.LineLayout(Orientation,int)",0,0,4,4,3.81%
"org.tigris.swidgets.LineLayout.addLayoutComponent(Component,Object)",0,0,2,2,1.90%
"org.tigris.swidgets.LineLayout.addLayoutComponent(String,Component)",0,0,2,2,1.90%
"org.tigris.swidgets.LineLayout.getLayoutAlignmentX(Container)",0,0,1,1,0.95%
"org.tigris.swidgets.LineLayout.getLayoutAlignmentY(Container)",0,0,1,1,0.95%
"org.tigris.swidgets.LineLayout.invalidateLayout(Container)",0,0,1,1,0.95%
"org.tigris.swidgets.LineLayout.maximumLayoutSize(Container)",0,0,26,26,24.76%
"org.tigris.swidgets.LineLayout.minimumLayoutSize(Container)",0,0,25,25,23.81%
"org.tigris.swidgets.LineLayout.preferredLayoutSize(Container)",0,0,25,25,23.81%
"org.tigris.swidgets.LineLayout.removeLayoutComponent(Component)",0,0,2,2,1.90%
"org.tigris.swidgets.MenuFactory.makeMenu(String,Collection)",0,0,13,13,44.83%
"org.tigris.swidgets.MenuFactory.makeMenu(String,Object[])",0,0,11,11,37.93%
"org.tigris.swidgets.MultipleSplitPane.MultipleSplitPane(Component[])",4,5,8,3,6.02%
"org.tigris.swidgets.MultipleSplitPane.MultipleSplitPane(Component[],Orientation)",4,6,10,4,7.52%
"org.tigris.swidgets.MultipleSplitPane.MultipleSplitPane(int)",4,5,8,3,6.02%
"org.tigris.swidgets.MultipleSplitPane.MultipleSplitPane(int,Orientation)",2,4,19,15,14.29%
"org.tigris.swidgets.MultipleSplitPane.add(Component,Object,int)",2,3,19,16,14.29%
"org.tigris.swidgets.MultipleSplitPane.add(Component,int)",2,3,19,16,14.29%
"org.tigris.swidgets.MultipleSplitPane.remove(Component)",2,3,20,17,15.04%
"org.tigris.swidgets.MultipleSplitPane.remove(int)",2,3,19,16,14.29%
"org.tigris.swidgets.NewspaperLayout.NewspaperLayout()",3,3,6,3,2.49%
"org.tigris.swidgets.NewspaperLayout.NewspaperLayout(int,int)",4,6,9,3,3.73%
"org.tigris.swidgets.NewspaperLayout.NewspaperLayout(int,int,int,int,int)",4,9,14,5,5.81%
"org.tigris.swidgets.NewspaperLayout.addLayoutComponent(String,Component)",2,4,6,2,2.49%
"org.tigris.swidgets.NewspaperLayout.layoutContainer(Container)",5,3,73,67,30.29%
"org.tigris.swidgets.NewspaperLayout.maximumLayoutSize(Container)",3,5,8,3,3.32%
"org.tigris.swidgets.NewspaperLayout.minimumLayoutSize(Container)",2,3,7,4,2.90%
"org.tigris.swidgets.NewspaperLayout.positionComponentsExternal(Container,int[],int[],int,int,int,int)",0,0,42,42,17.43%
"org.tigris.swidgets.NewspaperLayout.positionComponentsInternal(Container,int[],int[],int,int,int)",0,0,42,42,17.43%
"org.tigris.swidgets.NewspaperLayout.preferredLayoutSize(Container)",3,3,13,9,5.39%
"org.tigris.swidgets.NewspaperLayout.removeLayoutComponent(Component)",2,3,5,2,2.07%
"org.tigris.swidgets.Orientable.setOrientation(Orientation)",0,n/a,n/a,1,14.29%
"org.tigris.swidgets.Orientation.addLength(Dimension,Component)",6,10,13,3,3.49%
"org.tigris.swidgets.Orientation.addLength(Dimension,Dimension)",6,10,13,3,3.49%
"org.tigris.swidgets.Orientation.addLength(Dimension,int)",6,n/a,n/a,1,2.69%
"org.tigris.swidgets.Orientation.addToPosition(Point,Component)",6,10,13,3,3.49%
"org.tigris.swidgets.Orientation.addToPosition(Point,Dimension)",6,10,13,3,3.49%
"org.tigris.swidgets.Orientation.addToPosition(Point,int)",6,n/a,n/a,1,2.69%
"org.tigris.swidgets.Orientation.getBreadth(Component)",4,n/a,n/a,1,2.15%
"org.tigris.swidgets.Orientation.getBreadth(Dimension)",4,n/a,n/a,1,2.15%
"org.tigris.swidgets.Orientation.getCursor()",4,n/a,n/a,1,1.61%
"org.tigris.swidgets.Orientation.getEndArrowButton()",4,n/a,n/a,1,1.61%
"org.tigris.swidgets.Orientation.getFirstUsableOffset(Container)",6,n/a,n/a,1,2.69%
"org.tigris.swidgets.Orientation.getLastUsablePosition(Container)",6,n/a,n/a,1,2.69%
"org.tigris.swidgets.Orientation.getLength(Component)",4,n/a,n/a,1,2.15%
"org.tigris.swidgets.Orientation.getLength(Dimension)",4,n/a,n/a,1,2.15%
"org.tigris.swidgets.Orientation.getLengthMinusInsets(Container)",5,n/a,n/a,1,2.42%
"org.tigris.swidgets.Orientation.getOffset(Point)",4,n/a,n/a,1,1.88%
"org.tigris.swidgets.Orientation.getPerpendicular()",12,n/a,n/a,1,3.76%
"org.tigris.swidgets.Orientation.getPosition(Component)",4,n/a,n/a,1,2.15%
"org.tigris.swidgets.Orientation.getPosition(MouseEvent)",4,n/a,n/a,1,2.15%
"org.tigris.swidgets.Orientation.getPosition(Point)",4,n/a,n/a,1,2.15%
"org.tigris.swidgets.Orientation.getStartArrowButton()",4,n/a,n/a,1,1.61%
"org.tigris.swidgets.Orientation.newPoint(int,int)",4,n/a,n/a,1,2.15%
"org.tigris.swidgets.Orientation.setBreadth(Dimension,Dimension)",6,n/a,n/a,1,2.96%
"org.tigris.swidgets.Orientation.setBreadth(Dimension,int)",6,n/a,n/a,1,2.96%
"org.tigris.swidgets.Orientation.setLength(Dimension,Dimension)",6,n/a,n/a,1,2.96%
"org.tigris.swidgets.Orientation.setLength(Dimension,int)",6,n/a,n/a,1,2.96%
"org.tigris.swidgets.Orientation.setPosition(Point,int)",5,n/a,n/a,1,2.69%
"org.tigris.swidgets.Orientation.subtractFromPosition(Point,Component)",6,10,13,3,3.49%
"org.tigris.swidgets.Orientation.subtractFromPosition(Point,Dimension)",6,10,13,3,3.49%
"org.tigris.swidgets.Orientation.subtractFromPosition(Point,int)",6,9,12,3,3.23%
"org.tigris.swidgets.Orientation.subtractLength(Dimension,Component)",6,10,13,3,3.49%
"org.tigris.swidgets.Orientation.subtractLength(Dimension,Dimension)",6,10,13,3,3.49%
"org.tigris.swidgets.Orientation.subtractLength(Dimension,int)",6,10,13,3,3.49%
"org.tigris.swidgets.PopupToolBox.PopupToolBox(int,int)",4,6,9,3,19.15%
"org.tigris.swidgets.PopupToolBox.add(Action)",2,3,8,5,17.02%
"org.tigris.swidgets.PopupToolBox.rebuild()",5,5,16,11,34.04%
"org.tigris.swidgets.PopupToolBox.setButtonMouseListener(MouseListener)",2,3,6,3,12.77%
"org.tigris.swidgets.PopupToolBoxButton.MyMouseListener.mouseClicked(MouseEvent)",4,0,11,7,18.97%
"org.tigris.swidgets.PopupToolBoxButton.MyMouseListener.mouseDragged(MouseEvent)",0,0,2,2,3.45%
"org.tigris.swidgets.PopupToolBoxButton.MyMouseListener.mouseEntered(MouseEvent)",5,5,7,2,12.07%
"org.tigris.swidgets.PopupToolBoxButton.MyMouseListener.mouseExited(MouseEvent)",5,4,8,3,13.79%
"org.tigris.swidgets.PopupToolBoxButton.MyMouseListener.mouseMoved(MouseEvent)",5,5,8,3,13.79%
"org.tigris.swidgets.PopupToolBoxButton.MyMouseListener.mousePressed(MouseEvent)",5,5,6,1,10.34%
"org.tigris.swidgets.PopupToolBoxButton.MyMouseListener.mouseReleased(MouseEvent)",5,5,6,1,10.34%
"org.tigris.swidgets.PopupToolBoxButton.PopupToolBoxButton(Action,int,int)",3,7,16,8,8.47%
"org.tigris.swidgets.PopupToolBoxButton.add(Action)",3,5,8,3,4.23%
"org.tigris.swidgets.PopupToolBoxButton.getIconPosn()",5,5,9,4,4.76%
"org.tigris.swidgets.PopupToolBoxButton.getSplitterPosn()",0,0,3,3,1.59%
"org.tigris.swidgets.PopupToolBoxButton.paint(Graphics)",2,3,17,14,8.99%
"org.tigris.swidgets.PopupToolBoxButton.popup()",0,0,18,18,9.52%
"org.tigris.swidgets.PopupToolBoxButton.setAction(Action)",8,3,21,12,11.11%
"org.tigris.swidgets.PopupToolBoxButton.showSplitter(Color,Graphics,int,int,int)",2,8,12,4,6.35%
"org.tigris.swidgets.PopupToolBoxButton.showSplitter(boolean)",2,3,14,11,7.41%
"org.tigris.swidgets.Property.Property(String,Class,Object)",5,8,12,4,11.88%
"org.tigris.swidgets.Property.Property(String,Class,Object,Object[])",5,9,20,11,19.80%
"org.tigris.swidgets.Property.compareTo(Object)",4,5,8,3,7.92%
"org.tigris.swidgets.Property.getAvailableValues()",5,6,9,3,8.91%
"org.tigris.swidgets.Property.getCurrentValue()",4,5,8,3,7.92%
"org.tigris.swidgets.Property.getInitialValue()",4,5,8,3,7.92%
"org.tigris.swidgets.Property.getName()",4,5,8,3,7.92%
"org.tigris.swidgets.Property.getValueType()",4,5,8,3,7.92%
"org.tigris.swidgets.Property.setCurrentValue(Object)",4,5,8,3,7.92%
"org.tigris.swidgets.PropertyTable.PropertyTable(Property[])",4,5,8,3,5.67%
"org.tigris.swidgets.PropertyTable.PropertyTable(Property[],String,String)",4,9,30,21,21.28%
"org.tigris.swidgets.PropertyTable.PropertyTableModel.PropertyTableModel()",0,0,3,3,6.82%
"org.tigris.swidgets.PropertyTable.PropertyTableModel.getColumnCount()",0,0,3,3,6.82%
"org.tigris.swidgets.PropertyTable.PropertyTableModel.getColumnName(int)",0,0,11,11,25.00%
"org.tigris.swidgets.PropertyTable.PropertyTableModel.getRowCount()",0,0,3,3,6.82%
"org.tigris.swidgets.PropertyTable.PropertyTableModel.getValueAt(int,int)",0,0,11,11,25.00%
"org.tigris.swidgets.PropertyTable.PropertyTableModel.isCellEditable(int,int)",0,0,3,3,6.82%
"org.tigris.swidgets.PropertyTable.PropertyTableModel.setValueAt(Object,int,int)",0,0,5,5,11.36%
"org.tigris.swidgets.PropertyTable.getCellEditor(int,int)",5,8,23,15,16.31%
"org.tigris.swidgets.PropertyTable.getCellRenderer(int,int)",6,9,19,10,13.48%
"org.tigris.swidgets.ProportionalLayout.ProportionalLayout()",0,0,3,3,4.05%
"org.tigris.swidgets.ProportionalLayout.ProportionalLayout(Orientation)",0,0,4,4,5.41%
"org.tigris.swidgets.ProportionalLayout.addLayoutComponent(Component,Object)",0,0,4,4,5.41%
"org.tigris.swidgets.ProportionalLayout.addLayoutComponent(String,Component)",0,0,8,8,10.81%
"org.tigris.swidgets.ProportionalLayout.layoutContainer(Container)",1,0,42,41,56.76%
"org.tigris.swidgets.ProportionalLayout.removeLayoutComponent(Component)",0,0,3,3,4.05%
"org.tigris.swidgets.Seperator.Seperator()",0,0,3,3,50.00%
"org.tigris.swidgets.SerialLayout.SerialLayout()",0,0,3,3,2.61%
"org.tigris.swidgets.SerialLayout.SerialLayout(Orientation)",0,0,3,3,2.61%
"org.tigris.swidgets.SerialLayout.SerialLayout(Orientation,String)",0,0,3,3,2.61%
"org.tigris.swidgets.SerialLayout.SerialLayout(Orientation,String,int)",0,0,4,4,3.48%
"org.tigris.swidgets.SerialLayout.SerialLayout(Orientation,String,int,int)",0,0,7,7,6.09%
"org.tigris.swidgets.SerialLayout.SerialLayout(Orientation,String,int,int,int)",0,0,7,7,6.09%
"org.tigris.swidgets.SerialLayout.layoutContainer(Container)",0,0,50,50,43.48%
"org.tigris.swidgets.Splitter.MyMouseListener.mouseClicked(MouseEvent)",5,5,14,9,14.43%
"org.tigris.swidgets.Splitter.MyMouseListener.mouseDragged(MouseEvent)",3,3,18,15,18.56%
"org.tigris.swidgets.Splitter.MyMouseListener.mouseEntered(MouseEvent)",4,4,7,3,7.22%
"org.tigris.swidgets.Splitter.MyMouseListener.mouseExited(MouseEvent)",4,4,7,3,7.22%
"org.tigris.swidgets.Splitter.MyMouseListener.mouseMoved(MouseEvent)",4,4,7,3,7.22%
"org.tigris.swidgets.Splitter.MyMouseListener.mousePressed(MouseEvent)",5,5,11,6,11.34%
"org.tigris.swidgets.Splitter.MyMouseListener.mouseReleased(MouseEvent)",3,3,14,11,14.43%
"org.tigris.swidgets.Splitter.Splitter(Orientation)",9,7,40,28,9.17%
"org.tigris.swidgets.Splitter.getRegisteredComponent(int)",4,7,11,4,2.52%
"org.tigris.swidgets.Splitter.moveSplitter(int)",11,0,34,23,7.80%
"org.tigris.swidgets.Splitter.paintComponent(Graphics)",4,4,9,5,2.06%
"org.tigris.swidgets.Splitter.registerComponent(int,Component)",4,8,14,6,3.21%
"org.tigris.swidgets.Splitter.resizeComponents(int)",5,6,20,14,4.59%
"org.tigris.swidgets.Splitter.restrictMovement(Component,Component,int,int)",5,11,29,18,6.65%
"org.tigris.swidgets.Splitter.setQuickHide(int)",8,10,28,17,6.42%
"org.tigris.swidgets.Splitter.setSize(Dimension)",4,5,11,6,2.52%
"org.tigris.swidgets.Splitter.setSize(int,int)",4,5,11,6,2.52%
"org.tigris.swidgets.Splitter.showButtons()",6,0,18,12,4.13%
"org.tigris.swidgets.Splitter.toggleHide()",4,0,26,22,5.96%
"org.tigris.swidgets.SplitterLayout.SplitterLayout()",0,0,3,3,1.60%
"org.tigris.swidgets.SplitterLayout.SplitterLayout(Orientation)",4,5,9,4,4.81%
"org.tigris.swidgets.SplitterLayout.SplitterMouseListener.mouseClicked(MouseEvent)",0,0,3,3,5.66%
"org.tigris.swidgets.SplitterLayout.SplitterMouseListener.mouseDragged(MouseEvent)",0,0,3,3,5.66%
"org.tigris.swidgets.SplitterLayout.SplitterMouseListener.mouseEntered(MouseEvent)",0,0,3,3,5.66%
"org.tigris.swidgets.SplitterLayout.SplitterMouseListener.mouseExited(MouseEvent)",0,0,3,3,5.66%
"org.tigris.swidgets.SplitterLayout.SplitterMouseListener.mouseMoved(MouseEvent)",0,0,3,3,5.66%
"org.tigris.swidgets.SplitterLayout.SplitterMouseListener.mousePressed(MouseEvent)",0,0,3,3,5.66%
"org.tigris.swidgets.SplitterLayout.SplitterMouseListener.mouseReleased(MouseEvent)",9,0,33,24,62.26%
"org.tigris.swidgets.SplitterLayout.addLayoutComponent(String,Component)",2,4,52,48,27.81%
"org.tigris.swidgets.SplitterLayout.calculateProportions()",1,0,23,22,12.30%
"org.tigris.swidgets.SplitterLayout.calculateProportions(Component,Component)",3,0,26,23,13.90%
"org.tigris.swidgets.SplitterLayout.getComponentPosition(Component)",0,0,11,11,5.88%
"org.tigris.swidgets.Toolbar.Toolbar()",2,2,8,6,5.76%
"org.tigris.swidgets.Toolbar.Toolbar(String)",2,4,7,3,5.04%
"org.tigris.swidgets.Toolbar.Toolbar(String,boolean)",2,6,13,7,9.35%
"org.tigris.swidgets.Toolbar.Toolbar(int)",2,3,9,6,6.47%
"org.tigris.swidgets.Toolbar.add(Action)",2,3,20,17,14.39%
"org.tigris.swidgets.Toolbar.mouseClicked(MouseEvent)",9,3,37,28,26.62%
"org.tigris.swidgets.Toolbar.mouseEntered(MouseEvent)",2,3,4,1,2.88%
"org.tigris.swidgets.Toolbar.mouseExited(MouseEvent)",2,3,4,1,2.88%
"org.tigris.swidgets.Toolbar.mousePressed(MouseEvent)",2,3,4,1,2.88%
"org.tigris.swidgets.Toolbar.mouseReleased(MouseEvent)",2,3,4,1,2.88%
"org.tigris.swidgets.Toolbar.setRollover(boolean)",8,3,15,6,10.79%
"org.tigris.swidgets.Toolbox.Toolbox(int,int)",2,4,10,6,55.56%
"org.tigris.swidgets.Vertical.Vertical()",0,0,2,2,0.65%
"org.tigris.swidgets.Vertical.addLength(Dimension,int)",6,9,14,5,4.55%
"org.tigris.swidgets.Vertical.addToPosition(Point,int)",6,9,14,5,4.55%
"org.tigris.swidgets.Vertical.getBreadth(Component)",4,7,10,3,3.25%
"org.tigris.swidgets.Vertical.getBreadth(Dimension)",4,7,10,3,3.25%
"org.tigris.swidgets.Vertical.getCursor()",4,5,8,3,2.60%
"org.tigris.swidgets.Vertical.getEndArrowButton()",4,5,8,3,2.60%
"org.tigris.swidgets.Vertical.getFirstUsableOffset(Container)",6,9,12,3,3.90%
"org.tigris.swidgets.Vertical.getInstance()",4,7,10,3,3.25%
"org.tigris.swidgets.Vertical.getLastUsablePosition(Container)",6,9,12,3,3.90%
"org.tigris.swidgets.Vertical.getLength(Component)",4,7,10,3,3.25%
"org.tigris.swidgets.Vertical.getLength(Dimension)",4,7,10,3,3.25%
"org.tigris.swidgets.Vertical.getLengthMinusInsets(Container)",5,8,12,4,3.90%
"org.tigris.swidgets.Vertical.getOffset(Point)",4,6,9,3,2.92%
"org.tigris.swidgets.Vertical.getPerpendicular()",11,12,15,3,4.87%
"org.tigris.swidgets.Vertical.getPosition(Component)",4,7,10,3,3.25%
"org.tigris.swidgets.Vertical.getPosition(MouseEvent)",4,7,10,3,3.25%
"org.tigris.swidgets.Vertical.getPosition(Point)",4,7,10,3,3.25%
"org.tigris.swidgets.Vertical.getStartArrowButton()",4,5,8,3,2.60%
"org.tigris.swidgets.Vertical.newPoint(int,int)",4,7,10,3,3.25%
"org.tigris.swidgets.Vertical.setBreadth(Dimension,Dimension)",6,10,14,4,4.55%
"org.tigris.swidgets.Vertical.setBreadth(Dimension,int)",6,10,13,3,4.22%
"org.tigris.swidgets.Vertical.setLength(Dimension,Dimension)",6,10,14,4,4.55%
"org.tigris.swidgets.Vertical.setLength(Dimension,int)",6,10,13,3,4.22%
"org.tigris.swidgets.Vertical.setPosition(Point,int)",5,9,12,3,3.90%
"org.tigris.toolbar.ToolBar.SizeListener.componentResized(ComponentEvent)",0,0,36,36,94.74%
"org.tigris.toolbar.ToolBar.ToolBar()",3,4,7,3,5.60%
"org.tigris.toolbar.ToolBar.ToolBar(String)",3,5,8,3,6.40%
"org.tigris.toolbar.ToolBar.ToolBar(String,int)",4,7,14,7,11.20%
"org.tigris.toolbar.ToolBar.ToolBar(int)",4,6,9,3,7.20%
"org.tigris.toolbar.ToolBar.add(Action)",5,6,18,11,14.40%
"org.tigris.toolbar.ToolBar.addImpl(Component,Object,int)",0,0,6,6,4.80%
"org.tigris.toolbar.ToolBar.getDropDownTooltip()",0,0,3,3,2.40%
"org.tigris.toolbar.ToolBar.getOverflowActions()",0,0,5,5,4.00%
"org.tigris.toolbar.ToolBar.setDropDownTooltip(String)",0,0,3,3,2.40%
"org.tigris.toolbar.ToolBarFactory.ToolBarFactory(Collection)",3,3,6,3,1.40%
"org.tigris.toolbar.ToolBarFactory.ToolBarFactory(Object[])",3,3,6,3,1.40%
"org.tigris.toolbar.ToolBarFactory.addItemToToolBar(JToolBar,Object,boolean,String)",0,0,20,20,4.67%
"org.tigris.toolbar.ToolBarFactory.addItemsToToolBar(JToolBar,Collection,boolean,String)",3,6,12,6,2.80%
"org.tigris.toolbar.ToolBarFactory.addItemsToToolBar(JToolBar,Object[],boolean,String)",3,6,11,5,2.57%
"org.tigris.toolbar.ToolBarFactory.buildPopupToolBoxButton(Object[],boolean,String)",0,0,24,24,5.61%
"org.tigris.toolbar.ToolBarFactory.createToolBar()",4,4,7,3,1.64%
"org.tigris.toolbar.ToolBarFactory.createToolBar(Collection)",16,18,21,3,4.91%
"org.tigris.toolbar.ToolBarFactory.createToolBar(JMenu)",7,9,12,3,2.80%
"org.tigris.toolbar.ToolBarFactory.createToolBar(Object[])",16,18,21,3,4.91%
"org.tigris.toolbar.ToolBarFactory.createToolBar(String)",4,4,18,14,4.21%
"org.tigris.toolbar.ToolBarFactory.createToolBar(String,Collection)",5,10,13,3,3.04%
"org.tigris.toolbar.ToolBarFactory.createToolBar(String,Collection,boolean)",5,10,13,3,3.04%
"org.tigris.toolbar.ToolBarFactory.createToolBar(String,JMenu)",5,10,13,3,3.04%
"org.tigris.toolbar.ToolBarFactory.createToolBar(String,JMenu,boolean)",5,10,13,3,3.04%
"org.tigris.toolbar.ToolBarFactory.createToolBar(String,Object[])",5,10,13,3,3.04%
"org.tigris.toolbar.ToolBarFactory.createToolBar(String,Object[],boolean)",5,10,13,3,3.04%
"org.tigris.toolbar.ToolBarFactory.createToolBar(boolean,Collection)",5,8,11,3,2.57%
"org.tigris.toolbar.ToolBarFactory.createToolBar(boolean,Collection,boolean)",4,10,13,3,3.04%
"org.tigris.toolbar.ToolBarFactory.createToolBar(boolean,JMenu)",5,8,11,3,2.57%
"org.tigris.toolbar.ToolBarFactory.createToolBar(boolean,JMenu,boolean)",4,10,13,3,3.04%
"org.tigris.toolbar.ToolBarFactory.createToolBar(boolean,Object[])",5,8,11,3,2.57%
"org.tigris.toolbar.ToolBarFactory.createToolBar(boolean,Object[],boolean)",4,10,13,3,3.04%
"org.tigris.toolbar.ToolBarFactory.createToolBar(boolean,String,Collection,boolean)",4,11,25,14,5.84%
"org.tigris.toolbar.ToolBarFactory.createToolBar(boolean,String,JMenu,boolean)",4,11,43,32,10.05%
"org.tigris.toolbar.ToolBarFactory.createToolBar(boolean,String,Object[],boolean)",4,11,27,16,6.31%
"org.tigris.toolbar.ToolBarFactory.setDropDownTooltip(String)",0,0,3,3,0.70%
"org.tigris.toolbar.ToolBarFactory.setFloatable(boolean)",0,0,3,3,0.70%
"org.tigris.toolbar.ToolBarFactory.setOrientation(int)",0,0,3,3,0.70%
"org.tigris.toolbar.ToolBarFactory.setRollover(boolean)",0,0,3,3,0.70%
"org.tigris.toolbar.ToolBarManager.ToolBarManager()",1,1,3,2,15.79%
"org.tigris.toolbar.ToolBarManager.alwaysUseStandardRollover()",4,5,8,3,42.11%
"org.tigris.toolbar.Version.Version()",0,0,1,1,6.67%
"org.tigris.toolbar.Version.getVersion()",0,0,3,3,20.00%
"org.tigris.toolbar.layouts.ChainingDockBoundary.ChainingDockBoundary(int)",3,3,9,6,5.62%
"org.tigris.toolbar.layouts.ChainingDockBoundary.ChainingDockBoundary(int,int)",4,4,10,6,6.25%
"org.tigris.toolbar.layouts.ChainingDockBoundary.getDockIndex(JToolBar)",5,5,9,4,5.62%
"org.tigris.toolbar.layouts.ChainingDockBoundary.getDockIndex(Point)",5,5,17,12,10.62%
"org.tigris.toolbar.layouts.ChainingDockBoundary.getPreferredDepth()",4,4,18,14,11.25%
"org.tigris.toolbar.layouts.ChainingDockBoundary.getRowIndex(JToolBar)",5,5,10,5,6.25%
"org.tigris.toolbar.layouts.ChainingDockBoundary.getRowIndex(Point)",5,5,9,4,5.62%
"org.tigris.toolbar.layouts.ChainingDockBoundary.setToolBarBounds(JToolBar,int,int,int,int)",5,5,32,27,20.00%
"org.tigris.toolbar.layouts.ChainingDockBoundary.validate()",14,14,36,22,22.50%
"org.tigris.toolbar.layouts.DockBorderLayout.DockBorderLayout()",3,3,5,2,5.00%
"org.tigris.toolbar.layouts.DockBorderLayout.addLayoutComponent(Component,Object)",0,0,12,12,12.00%
"org.tigris.toolbar.layouts.DockBorderLayout.getPreferredDimension(ArrayList)",3,3,13,10,13.00%
